Dataset,N,Node,H_norm,max_prob,tau_v,Decision,tau_max_dynamic,tau_min_dynamic
CS,18333,4974,0.279088,0.61077,0.832176,Accept refinement,0.883346,0.7
CS,18333,4975,0.065784,0.961089,0.871285,Keep original,0.883346,0.7
CS,18333,4976,0.255998,0.511093,0.83641,Accept refinement,0.883346,0.7
CS,18333,4977,0.94324,0.151294,0.710407,Accept refinement,0.883346,0.7
CS,18333,4978,0.173914,0.888476,0.85146,Keep original,0.883346,0.7
CS,18333,4979,0.003369,0.999025,0.882728,Keep original,0.883346,0.7
CS,18333,4980,0.000717,0.999815,0.883215,Keep original,0.883346,0.7
CS,18333,4981,0.002561,0.999247,0.882876,Keep original,0.883346,0.7
CS,18333,4982,0.001019,0.999723,0.883159,Keep original,0.883346,0.7
CS,18333,4983,0.022183,0.990257,0.879279,Keep original,0.883346,0.7
CS,18333,4984,0.46887,0.692358,0.797381,Accept refinement,0.883346,0.7
CS,18333,4985,0.000774,0.999821,0.883204,Keep original,0.883346,0.7
CS,18333,4986,0.190008,0.875137,0.848509,Keep original,0.883346,0.7
CS,18333,4987,0.509095,0.612231,0.790005,Accept refinement,0.883346,0.7
CS,18333,4988,0.020381,0.991985,0.879609,Keep original,0.883346,0.7
CS,18333,4989,0.001157,0.999672,0.883134,Keep original,0.883346,0.7
CS,18333,4990,0.002386,0.999338,0.882909,Keep original,0.883346,0.7
CS,18333,4991,0.07558,0.968092,0.869489,Keep original,0.883346,0.7
CS,18333,4992,0.02516,0.99067,0.878733,Keep original,0.883346,0.7
CS,18333,4993,0.048382,0.971934,0.874475,Keep original,0.883346,0.7
CS,18333,4994,0.003332,0.998989,0.882735,Keep original,0.883346,0.7
CS,18333,4995,0.021984,0.991069,0.879315,Keep original,0.883346,0.7
CS,18333,4996,0.005635,0.998365,0.882313,Keep original,0.883346,0.7
CS,18333,4997,0.218677,0.758299,0.843253,Accept refinement,0.883346,0.7
CS,18333,4998,7.2e-05,0.999985,0.883333,Keep original,0.883346,0.7
CS,18333,4999,0.306013,0.691322,0.82724,Accept refinement,0.883346,0.7
CS,18333,5000,9.9e-05,0.999981,0.883328,Keep original,0.883346,0.7
CS,18333,5001,0.196694,0.879541,0.847283,Keep original,0.883346,0.7
CS,18333,5002,0.026102,0.988021,0.87856,Keep original,0.883346,0.7
CS,18333,5003,0.020315,0.993444,0.879621,Keep original,0.883346,0.7
CS,18333,5004,2.2e-05,0.999996,0.883342,Keep original,0.883346,0.7
CS,18333,5005,0.001586,0.999595,0.883055,Keep original,0.883346,0.7
CS,18333,5006,6e-05,0.999989,0.883335,Keep original,0.883346,0.7
CS,18333,5007,0.163225,0.880747,0.853419,Keep original,0.883346,0.7
CS,18333,5008,0.087929,0.950646,0.867225,Keep original,0.883346,0.7
CS,18333,5009,0.036984,0.980229,0.876565,Keep original,0.883346,0.7
CS,18333,5010,0.242544,0.879158,0.838876,Keep original,0.883346,0.7
CS,18333,5011,0.126565,0.894679,0.860141,Keep original,0.883346,0.7
CS,18333,5012,0.001553,0.999589,0.883061,Keep original,0.883346,0.7
CS,18333,5013,0.250697,0.657617,0.837382,Accept refinement,0.883346,0.7
CS,18333,5014,0.037721,0.983272,0.87643,Keep original,0.883346,0.7
CS,18333,5015,0.005081,0.99854,0.882415,Keep original,0.883346,0.7
CS,18333,5016,0.010366,0.996567,0.881445,Keep original,0.883346,0.7
CS,18333,5017,0.011658,0.995154,0.881209,Keep original,0.883346,0.7
CS,18333,5018,0.01914,0.993433,0.879837,Keep original,0.883346,0.7
CS,18333,5019,0.012781,0.995759,0.881003,Keep original,0.883346,0.7
CS,18333,5020,0.015455,0.99509,0.880512,Keep original,0.883346,0.7
CS,18333,5021,0.136595,0.941437,0.858302,Keep original,0.883346,0.7
CS,18333,5022,0.001154,0.999726,0.883135,Keep original,0.883346,0.7
CS,18333,5023,0.004128,0.998812,0.882589,Keep original,0.883346,0.7
CS,18333,5024,0.074084,0.956338,0.869763,Keep original,0.883346,0.7
CS,18333,5025,0.217554,0.743475,0.843458,Accept refinement,0.883346,0.7
CS,18333,5026,0.000346,0.999921,0.883283,Keep original,0.883346,0.7
CS,18333,5027,0.002034,0.999427,0.882973,Keep original,0.883346,0.7
CS,18333,5028,0.057318,0.973762,0.872837,Keep original,0.883346,0.7
CS,18333,5029,0.039091,0.986015,0.876179,Keep original,0.883346,0.7
CS,18333,5030,3.6e-05,0.999993,0.88334,Keep original,0.883346,0.7
CS,18333,5031,0.000908,0.99975,0.88318,Keep original,0.883346,0.7
CS,18333,5032,0.092766,0.958685,0.866338,Keep original,0.883346,0.7
CS,18333,5033,0.000885,0.999796,0.883184,Keep original,0.883346,0.7
CS,18333,5034,0.016845,0.99454,0.880258,Keep original,0.883346,0.7
CS,18333,5035,0.463281,0.540506,0.798405,Accept refinement,0.883346,0.7
CS,18333,5036,6.8e-05,0.999985,0.883334,Keep original,0.883346,0.7
CS,18333,5037,0.016484,0.994467,0.880324,Keep original,0.883346,0.7
CS,18333,5038,0.258198,0.873703,0.836006,Keep original,0.883346,0.7
CS,18333,5039,0.072312,0.971011,0.870088,Keep original,0.883346,0.7
CS,18333,5040,0.000281,0.999941,0.883294,Keep original,0.883346,0.7
CS,18333,5041,3.2e-05,0.999994,0.88334,Keep original,0.883346,0.7
CS,18333,5042,5.6e-05,0.999988,0.883336,Keep original,0.883346,0.7
CS,18333,5043,0.084959,0.938939,0.867769,Keep original,0.883346,0.7
CS,18333,5044,0.07458,0.970839,0.869672,Keep original,0.883346,0.7
CS,18333,5045,0.000982,0.999769,0.883166,Keep original,0.883346,0.7
CS,18333,5046,0.007226,0.997526,0.882021,Keep original,0.883346,0.7
CS,18333,5047,0.005469,0.998355,0.882343,Keep original,0.883346,0.7
CS,18333,5048,0.008359,0.997419,0.881813,Keep original,0.883346,0.7
CS,18333,5049,0.10863,0.931042,0.863429,Keep original,0.883346,0.7
CS,18333,5050,0.020001,0.993378,0.879679,Keep original,0.883346,0.7
CS,18333,5051,0.057111,0.967162,0.872875,Keep original,0.883346,0.7
CS,18333,5052,0.443948,0.610229,0.80195,Accept refinement,0.883346,0.7
CS,18333,5053,0.014468,0.995223,0.880693,Keep original,0.883346,0.7
CS,18333,5054,2e-06,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,5055,0.000469,0.999888,0.88326,Keep original,0.883346,0.7
CS,18333,5056,0.000323,0.99993,0.883287,Keep original,0.883346,0.7
CS,18333,5057,0.000101,0.99998,0.883328,Keep original,0.883346,0.7
CS,18333,5058,0.030621,0.989652,0.877732,Keep original,0.883346,0.7
CS,18333,5059,0.023469,0.989228,0.879043,Keep original,0.883346,0.7
CS,18333,5060,0.000104,0.999978,0.883327,Keep original,0.883346,0.7
CS,18333,5061,0.00084,0.999805,0.883192,Keep original,0.883346,0.7
CS,18333,5062,0.00595,0.998102,0.882255,Keep original,0.883346,0.7
CS,18333,5063,0.533279,0.434447,0.785572,Accept refinement,0.883346,0.7
CS,18333,5064,0.050426,0.976706,0.874101,Keep original,0.883346,0.7
CS,18333,5065,0.0002,0.999957,0.883309,Keep original,0.883346,0.7
CS,18333,5066,0.013168,0.99578,0.880932,Keep original,0.883346,0.7
CS,18333,5067,0.178682,0.859667,0.850585,Keep original,0.883346,0.7
CS,18333,5068,8.2e-05,0.999983,0.883331,Keep original,0.883346,0.7
CS,18333,5069,0.025576,0.990261,0.878657,Keep original,0.883346,0.7
CS,18333,5070,0.090484,0.938661,0.866756,Keep original,0.883346,0.7
CS,18333,5071,2.9e-05,0.999994,0.883341,Keep original,0.883346,0.7
CS,18333,5072,0.000601,0.999866,0.883236,Keep original,0.883346,0.7
CS,18333,5073,0.335111,0.646361,0.821905,Accept refinement,0.883346,0.7
CS,18333,5074,0.0254,0.98998,0.878689,Keep original,0.883346,0.7
CS,18333,5075,9.4e-05,0.999982,0.883329,Keep original,0.883346,0.7
CS,18333,5076,0.000676,0.999834,0.883222,Keep original,0.883346,0.7
CS,18333,5077,2.2e-05,0.999996,0.883342,Keep original,0.883346,0.7
CS,18333,5078,0.012187,0.995644,0.881112,Keep original,0.883346,0.7
CS,18333,5079,0.009794,0.997068,0.88155,Keep original,0.883346,0.7
CS,18333,5080,0.716696,0.269079,0.751943,Accept refinement,0.883346,0.7
CS,18333,5081,0.01317,0.995858,0.880931,Keep original,0.883346,0.7
CS,18333,5082,2.9e-05,0.999994,0.883341,Keep original,0.883346,0.7
CS,18333,5083,0.087543,0.957625,0.867295,Keep original,0.883346,0.7
CS,18333,5084,0.001298,0.999655,0.883108,Keep original,0.883346,0.7
CS,18333,5085,2e-05,0.999996,0.883342,Keep original,0.883346,0.7
CS,18333,5086,0.000564,0.999875,0.883243,Keep original,0.883346,0.7
CS,18333,5087,0.005911,0.998237,0.882262,Keep original,0.883346,0.7
CS,18333,5088,0.000887,0.999785,0.883183,Keep original,0.883346,0.7
CS,18333,5089,0.001303,0.999677,0.883107,Keep original,0.883346,0.7
CS,18333,5090,3.4e-05,0.999994,0.88334,Keep original,0.883346,0.7
CS,18333,5091,0.002542,0.999338,0.88288,Keep original,0.883346,0.7
CS,18333,5092,0.073923,0.969942,0.869793,Keep original,0.883346,0.7
CS,18333,5093,0.002166,0.999399,0.882949,Keep original,0.883346,0.7
CS,18333,5094,0.176334,0.918775,0.851016,Keep original,0.883346,0.7
CS,18333,5095,0.128335,0.938091,0.859816,Keep original,0.883346,0.7
CS,18333,5096,0.084928,0.948874,0.867775,Keep original,0.883346,0.7
CS,18333,5097,0.081966,0.964503,0.868318,Keep original,0.883346,0.7
CS,18333,5098,0.01434,0.99545,0.880717,Keep original,0.883346,0.7
CS,18333,5099,0.004105,0.998888,0.882593,Keep original,0.883346,0.7
CS,18333,5100,0.000338,0.999923,0.883284,Keep original,0.883346,0.7
CS,18333,5101,0.006027,0.998151,0.882241,Keep original,0.883346,0.7
CS,18333,5102,0.261657,0.630039,0.835372,Accept refinement,0.883346,0.7
CS,18333,5103,0.065104,0.974411,0.87141,Keep original,0.883346,0.7
CS,18333,5104,0.013161,0.995129,0.880933,Keep original,0.883346,0.7
CS,18333,5105,0.006513,0.998026,0.882152,Keep original,0.883346,0.7
CS,18333,5106,0.119238,0.932637,0.861484,Keep original,0.883346,0.7
CS,18333,5107,0.167041,0.847158,0.85272,Accept refinement,0.883346,0.7
CS,18333,5108,0.016834,0.99392,0.88026,Keep original,0.883346,0.7
CS,18333,5109,0.786784,0.443666,0.739092,Accept refinement,0.883346,0.7
CS,18333,5110,0.289074,0.839291,0.830345,Keep original,0.883346,0.7
CS,18333,5111,0.0,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,5112,0.00255,0.999341,0.882879,Keep original,0.883346,0.7
CS,18333,5113,0.000142,0.99997,0.88332,Keep original,0.883346,0.7
CS,18333,5114,0.00607,0.998063,0.882233,Keep original,0.883346,0.7
CS,18333,5115,0.002058,0.999478,0.882969,Keep original,0.883346,0.7
CS,18333,5116,0.100721,0.955497,0.864879,Keep original,0.883346,0.7
CS,18333,5117,0.003868,0.998818,0.882637,Keep original,0.883346,0.7
CS,18333,5118,0.021148,0.99197,0.879469,Keep original,0.883346,0.7
CS,18333,5119,0.073553,0.956572,0.869861,Keep original,0.883346,0.7
CS,18333,5120,0.008002,0.997209,0.881879,Keep original,0.883346,0.7
CS,18333,5121,0.008822,0.997258,0.881729,Keep original,0.883346,0.7
CS,18333,5122,0.000772,0.999823,0.883205,Keep original,0.883346,0.7
CS,18333,5123,0.506842,0.518118,0.790419,Accept refinement,0.883346,0.7
CS,18333,5124,0.075723,0.970612,0.869463,Keep original,0.883346,0.7
CS,18333,5125,0.00305,0.99915,0.882787,Keep original,0.883346,0.7
CS,18333,5126,0.007656,0.997738,0.881942,Keep original,0.883346,0.7
CS,18333,5127,2.3e-05,0.999995,0.883342,Keep original,0.883346,0.7
CS,18333,5128,0.000691,0.999829,0.883219,Keep original,0.883346,0.7
CS,18333,5129,0.004658,0.998402,0.882492,Keep original,0.883346,0.7
CS,18333,5130,0.002091,0.999466,0.882963,Keep original,0.883346,0.7
CS,18333,5131,2e-06,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,5132,8.3e-05,0.999983,0.883331,Keep original,0.883346,0.7
CS,18333,5133,0.373679,0.770828,0.814833,Accept refinement,0.883346,0.7
CS,18333,5134,0.078585,0.968745,0.868938,Keep original,0.883346,0.7
CS,18333,5135,0.0,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,5136,0.024881,0.991373,0.878784,Keep original,0.883346,0.7
CS,18333,5137,0.00904,0.99703,0.881689,Keep original,0.883346,0.7
CS,18333,5138,0.040906,0.9852,0.875846,Keep original,0.883346,0.7
CS,18333,5139,0.010616,0.996811,0.8814,Keep original,0.883346,0.7
CS,18333,5140,0.175953,0.896209,0.851086,Keep original,0.883346,0.7
CS,18333,5141,0.0,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,5142,0.006305,0.997988,0.88219,Keep original,0.883346,0.7
CS,18333,5143,0.08455,0.962699,0.867844,Keep original,0.883346,0.7
CS,18333,5144,2.4e-05,0.999996,0.883342,Keep original,0.883346,0.7
CS,18333,5145,0.289999,0.53264,0.830176,Accept refinement,0.883346,0.7
CS,18333,5146,0.003738,0.998936,0.882661,Keep original,0.883346,0.7
CS,18333,5147,0.452171,0.472232,0.800442,Accept refinement,0.883346,0.7
CS,18333,5148,0.008305,0.99741,0.881823,Keep original,0.883346,0.7
CS,18333,5149,0.004421,0.998655,0.882536,Keep original,0.883346,0.7
CS,18333,5150,0.005023,0.998476,0.882425,Keep original,0.883346,0.7
CS,18333,5151,0.168058,0.884719,0.852533,Keep original,0.883346,0.7
CS,18333,5152,0.000196,0.99996,0.88331,Keep original,0.883346,0.7
CS,18333,5153,0.05612,0.974002,0.873057,Keep original,0.883346,0.7
CS,18333,5154,0.106897,0.942616,0.863747,Keep original,0.883346,0.7
CS,18333,5155,0.111244,0.911249,0.86295,Keep original,0.883346,0.7
CS,18333,5156,0.245042,0.65872,0.838419,Accept refinement,0.883346,0.7
CS,18333,5157,0.001399,0.999653,0.88309,Keep original,0.883346,0.7
CS,18333,5158,0.110347,0.928522,0.863114,Keep original,0.883346,0.7
CS,18333,5159,0.028501,0.98907,0.87812,Keep original,0.883346,0.7
CS,18333,5160,0.000177,0.999964,0.883314,Keep original,0.883346,0.7
CS,18333,5161,0.000546,0.999859,0.883246,Keep original,0.883346,0.7
CS,18333,5162,0.602452,0.605227,0.772889,Accept refinement,0.883346,0.7
CS,18333,5163,0.003095,0.999168,0.882779,Keep original,0.883346,0.7
CS,18333,5164,0.001144,0.999714,0.883136,Keep original,0.883346,0.7
CS,18333,5165,0.001121,0.999718,0.883141,Keep original,0.883346,0.7
CS,18333,5166,0.00059,0.999846,0.883238,Keep original,0.883346,0.7
CS,18333,5167,0.197862,0.883601,0.847069,Keep original,0.883346,0.7
CS,18333,5168,5e-06,0.999999,0.883345,Keep original,0.883346,0.7
CS,18333,5169,0.030894,0.987747,0.877682,Keep original,0.883346,0.7
CS,18333,5170,0.194131,0.906844,0.847753,Keep original,0.883346,0.7
CS,18333,5171,0.061886,0.976118,0.871999,Keep original,0.883346,0.7
CS,18333,5172,0.201494,0.855976,0.846403,Keep original,0.883346,0.7
CS,18333,5173,0.012247,0.995048,0.881101,Keep original,0.883346,0.7
CS,18333,5174,0.002392,0.99939,0.882908,Keep original,0.883346,0.7
CS,18333,5175,0.001078,0.999741,0.883148,Keep original,0.883346,0.7
CS,18333,5176,0.05948,0.97759,0.872441,Keep original,0.883346,0.7
CS,18333,5177,0.095117,0.930453,0.865907,Keep original,0.883346,0.7
CS,18333,5178,0.011374,0.996616,0.881261,Keep original,0.883346,0.7
CS,18333,5179,0.441659,0.683671,0.80237,Accept refinement,0.883346,0.7
CS,18333,5180,0.003265,0.998909,0.882747,Keep original,0.883346,0.7
CS,18333,5181,0.009442,0.997127,0.881615,Keep original,0.883346,0.7
CS,18333,5182,0.434933,0.750839,0.803603,Accept refinement,0.883346,0.7
CS,18333,5183,0.020789,0.992965,0.879534,Keep original,0.883346,0.7
CS,18333,5184,0.00062,0.999856,0.883232,Keep original,0.883346,0.7
CS,18333,5185,0.018786,0.993033,0.879902,Keep original,0.883346,0.7
CS,18333,5186,0.071118,0.966726,0.870307,Keep original,0.883346,0.7
CS,18333,5187,0.117049,0.948765,0.861886,Keep original,0.883346,0.7
CS,18333,5188,0.000261,0.999945,0.883298,Keep original,0.883346,0.7
CS,18333,5189,0.174827,0.843273,0.851292,Accept refinement,0.883346,0.7
CS,18333,5190,0.008546,0.996938,0.881779,Keep original,0.883346,0.7
CS,18333,5191,0.479725,0.695474,0.79539,Accept refinement,0.883346,0.7
CS,18333,5192,0.758881,0.37818,0.744208,Accept refinement,0.883346,0.7
CS,18333,5193,0.309925,0.653795,0.826523,Accept refinement,0.883346,0.7
CS,18333,5194,0.000157,0.999965,0.883317,Keep original,0.883346,0.7
CS,18333,5195,0.337826,0.543656,0.821407,Accept refinement,0.883346,0.7
CS,18333,5196,0.598999,0.368039,0.773522,Accept refinement,0.883346,0.7
CS,18333,5197,0.216101,0.893154,0.843725,Keep original,0.883346,0.7
CS,18333,5198,0.000707,0.99984,0.883217,Keep original,0.883346,0.7
CS,18333,5199,0.012253,0.995657,0.881099,Keep original,0.883346,0.7
CS,18333,5200,0.157518,0.915824,0.854466,Keep original,0.883346,0.7
CS,18333,5201,0.0,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,5202,0.058985,0.977166,0.872531,Keep original,0.883346,0.7
CS,18333,5203,2e-06,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,5204,0.000162,0.999967,0.883316,Keep original,0.883346,0.7
CS,18333,5205,0.31403,0.77843,0.82577,Accept refinement,0.883346,0.7
CS,18333,5206,0.004183,0.998756,0.882579,Keep original,0.883346,0.7
CS,18333,5207,5e-06,0.999999,0.883345,Keep original,0.883346,0.7
CS,18333,5208,0.028642,0.987755,0.878095,Keep original,0.883346,0.7
CS,18333,5209,0.010671,0.996304,0.88139,Keep original,0.883346,0.7
CS,18333,5210,0.018063,0.993395,0.880034,Keep original,0.883346,0.7
CS,18333,5211,0.000354,0.999924,0.883281,Keep original,0.883346,0.7
CS,18333,5212,5.2e-05,0.99999,0.883337,Keep original,0.883346,0.7
CS,18333,5213,0.000762,0.999797,0.883206,Keep original,0.883346,0.7
CS,18333,5214,0.049892,0.976144,0.874199,Keep original,0.883346,0.7
CS,18333,5215,0.008325,0.997231,0.88182,Keep original,0.883346,0.7
CS,18333,5216,0.050881,0.97319,0.874017,Keep original,0.883346,0.7
CS,18333,5217,0.001653,0.999578,0.883043,Keep original,0.883346,0.7
CS,18333,5218,0.006209,0.997916,0.882208,Keep original,0.883346,0.7
CS,18333,5219,0.015059,0.995075,0.880585,Keep original,0.883346,0.7
CS,18333,5220,0.012609,0.996143,0.881034,Keep original,0.883346,0.7
CS,18333,5221,2.7e-05,0.999995,0.883341,Keep original,0.883346,0.7
CS,18333,5222,0.011607,0.996185,0.881218,Keep original,0.883346,0.7
CS,18333,5223,7e-06,0.999999,0.883345,Keep original,0.883346,0.7
CS,18333,5224,0.057262,0.970937,0.872847,Keep original,0.883346,0.7
CS,18333,5225,0.000934,0.999784,0.883175,Keep original,0.883346,0.7
CS,18333,5226,0.024877,0.990009,0.878785,Keep original,0.883346,0.7
CS,18333,5227,0.026052,0.990873,0.87857,Keep original,0.883346,0.7
CS,18333,5228,0.02625,0.990367,0.878533,Keep original,0.883346,0.7
CS,18333,5229,0.017051,0.994142,0.88022,Keep original,0.883346,0.7
CS,18333,5230,0.048224,0.981236,0.874504,Keep original,0.883346,0.7
CS,18333,5231,7.9e-05,0.999983,0.883332,Keep original,0.883346,0.7
CS,18333,5232,0.15416,0.921092,0.855081,Keep original,0.883346,0.7
CS,18333,5233,0.062942,0.973104,0.871806,Keep original,0.883346,0.7
CS,18333,5234,0.0,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,5235,0.001345,0.999635,0.883099,Keep original,0.883346,0.7
CS,18333,5236,0.000769,0.999804,0.883205,Keep original,0.883346,0.7
CS,18333,5237,0.014685,0.994905,0.880654,Keep original,0.883346,0.7
CS,18333,5238,1e-05,0.999998,0.883344,Keep original,0.883346,0.7
CS,18333,5239,0.000516,0.999879,0.883251,Keep original,0.883346,0.7
CS,18333,5240,0.002294,0.999407,0.882926,Keep original,0.883346,0.7
CS,18333,5241,0.000745,0.99983,0.883209,Keep original,0.883346,0.7
CS,18333,5242,2e-06,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,5243,0.171223,0.921795,0.851953,Keep original,0.883346,0.7
CS,18333,5244,0.018447,0.993999,0.879964,Keep original,0.883346,0.7
CS,18333,5245,0.003595,0.999042,0.882687,Keep original,0.883346,0.7
CS,18333,5246,0.009011,0.997375,0.881694,Keep original,0.883346,0.7
CS,18333,5247,0.077466,0.967409,0.869143,Keep original,0.883346,0.7
CS,18333,5248,9.1e-05,0.999982,0.883329,Keep original,0.883346,0.7
CS,18333,5249,0.021251,0.992254,0.87945,Keep original,0.883346,0.7
CS,18333,5250,0.002799,0.999279,0.882833,Keep original,0.883346,0.7
CS,18333,5251,0.047247,0.982724,0.874684,Keep original,0.883346,0.7
CS,18333,5252,0.001811,0.999552,0.883014,Keep original,0.883346,0.7
CS,18333,5253,0.589756,0.471796,0.775217,Accept refinement,0.883346,0.7
CS,18333,5254,0.009655,0.997111,0.881576,Keep original,0.883346,0.7
CS,18333,5255,0.001453,0.999625,0.88308,Keep original,0.883346,0.7
CS,18333,5256,0.013593,0.995223,0.880854,Keep original,0.883346,0.7
CS,18333,5257,0.027411,0.990601,0.87832,Keep original,0.883346,0.7
CS,18333,5258,0.269517,0.798105,0.833931,Accept refinement,0.883346,0.7
CS,18333,5259,0.0242,0.99161,0.878909,Keep original,0.883346,0.7
CS,18333,5260,7.3e-05,0.999985,0.883333,Keep original,0.883346,0.7
CS,18333,5261,0.130211,0.894636,0.859472,Keep original,0.883346,0.7
CS,18333,5262,0.030953,0.983565,0.877671,Keep original,0.883346,0.7
CS,18333,5263,0.08767,0.961497,0.867272,Keep original,0.883346,0.7
CS,18333,5264,0.010585,0.996336,0.881405,Keep original,0.883346,0.7
CS,18333,5265,0.000388,0.999911,0.883275,Keep original,0.883346,0.7
CS,18333,5266,0.289724,0.626459,0.830226,Accept refinement,0.883346,0.7
CS,18333,5267,0.204068,0.85613,0.845931,Keep original,0.883346,0.7
CS,18333,5268,0.001163,0.999694,0.883133,Keep original,0.883346,0.7
CS,18333,5269,0.007689,0.997432,0.881936,Keep original,0.883346,0.7
CS,18333,5270,0.112408,0.953355,0.862736,Keep original,0.883346,0.7
CS,18333,5271,0.001671,0.99954,0.88304,Keep original,0.883346,0.7
CS,18333,5272,0.154708,0.861826,0.854981,Keep original,0.883346,0.7
CS,18333,5273,0.173048,0.919759,0.851618,Keep original,0.883346,0.7
CS,18333,5274,0.117652,0.938038,0.861775,Keep original,0.883346,0.7
CS,18333,5275,0.037862,0.985114,0.876404,Keep original,0.883346,0.7
CS,18333,5276,0.013494,0.994755,0.880872,Keep original,0.883346,0.7
CS,18333,5277,0.21248,0.842968,0.844389,Accept refinement,0.883346,0.7
CS,18333,5278,0.615147,0.590425,0.770561,Accept refinement,0.883346,0.7
CS,18333,5279,0.066642,0.972149,0.871128,Keep original,0.883346,0.7
CS,18333,5280,0.06107,0.973391,0.872149,Keep original,0.883346,0.7
CS,18333,5281,0.000639,0.999847,0.883229,Keep original,0.883346,0.7
CS,18333,5282,0.329162,0.758461,0.822996,Accept refinement,0.883346,0.7
CS,18333,5283,0.157073,0.929851,0.854547,Keep original,0.883346,0.7
CS,18333,5284,0.000178,0.999958,0.883313,Keep original,0.883346,0.7
CS,18333,5285,0.014421,0.994876,0.880702,Keep original,0.883346,0.7
CS,18333,5286,0.069102,0.954332,0.870676,Keep original,0.883346,0.7
CS,18333,5287,5.6e-05,0.999989,0.883336,Keep original,0.883346,0.7
CS,18333,5288,0.025361,0.991354,0.878696,Keep original,0.883346,0.7
CS,18333,5289,5.9e-05,0.999989,0.883335,Keep original,0.883346,0.7
CS,18333,5290,0.012924,0.994432,0.880977,Keep original,0.883346,0.7
CS,18333,5291,0.018204,0.992785,0.880008,Keep original,0.883346,0.7
CS,18333,5292,0.008936,0.99737,0.881708,Keep original,0.883346,0.7
CS,18333,5293,2.1e-05,0.999996,0.883342,Keep original,0.883346,0.7
CS,18333,5294,0.267506,0.848935,0.8343,Keep original,0.883346,0.7
CS,18333,5295,0.009828,0.996829,0.881544,Keep original,0.883346,0.7
CS,18333,5296,0.021071,0.992294,0.879483,Keep original,0.883346,0.7
CS,18333,5297,0.000496,0.999884,0.883255,Keep original,0.883346,0.7
CS,18333,5298,0.01937,0.993165,0.879795,Keep original,0.883346,0.7
CS,18333,5299,9.5e-05,0.99998,0.883329,Keep original,0.883346,0.7
CS,18333,5300,0.002095,0.999477,0.882962,Keep original,0.883346,0.7
CS,18333,5301,0.000285,0.99994,0.883294,Keep original,0.883346,0.7
CS,18333,5302,5.4e-05,0.999989,0.883336,Keep original,0.883346,0.7
CS,18333,5303,0.272983,0.850597,0.833296,Keep original,0.883346,0.7
CS,18333,5304,0.01591,0.995043,0.880429,Keep original,0.883346,0.7
CS,18333,5305,0.001289,0.999691,0.88311,Keep original,0.883346,0.7
CS,18333,5306,0.038141,0.982311,0.876353,Keep original,0.883346,0.7
CS,18333,5307,0.154335,0.885498,0.855049,Keep original,0.883346,0.7
CS,18333,5308,0.001055,0.999748,0.883153,Keep original,0.883346,0.7
CS,18333,5309,0.011501,0.996193,0.881237,Keep original,0.883346,0.7
CS,18333,5310,0.428562,0.463792,0.804771,Accept refinement,0.883346,0.7
CS,18333,5311,0.002389,0.99925,0.882908,Keep original,0.883346,0.7
CS,18333,5312,0.003095,0.999081,0.882779,Keep original,0.883346,0.7
CS,18333,5313,1.6e-05,0.999997,0.883343,Keep original,0.883346,0.7
CS,18333,5314,0.050217,0.978189,0.874139,Keep original,0.883346,0.7
CS,18333,5315,9e-06,0.999998,0.883344,Keep original,0.883346,0.7
CS,18333,5316,0.0,1.0,0.883346,Keep original,0.883346,0.7
CS,18333,5317,0.080018,0.951436,0.868675,Keep original,0.883346,0.7
CS,18333,5318,0.000229,0.999951,0.883304,Keep original,0.883346,0.7
CS,18333,5319,0.086843,0.964966,0.867424,Keep original,0.883346,0.7
CS,18333,5320,0.0868,0.961312,0.867432,Keep original,0.883346,0.7
CS,18333,5321,0.263816,0.581547,0.834976,Accept refinement,0.883346,0.7
CS,18333,5322,0.00185,0.999534,0.883007,Keep original,0.883346,0.7
CS,18333,5323,0.003369,0.999042,0.882728,Keep original,0.883346,0.7
CS,18333,5324,0.000871,0.999752,0.883186,Keep original,0.883346,0.7
CS,18333,5325,8.8e-05,0.999981,0.88333,Keep original,0.883346,0.7
CS,18333,5326,0.013553,0.995224,0.880861,Keep original,0.883346,0.7
CS,18333,5327,0.298614,0.731867,0.828596,Accept refinement,0.883346,0.7
CS,18333,5328,0.013492,0.99495,0.880872,Keep original,0.883346,0.7
CS,18333,5329,0.031049,0.987123,0.877653,Keep original,0.883346,0.7
CS,18333,5330,0.050917,0.978596,0.874011,Keep original,0.883346,0.7
CS,18333,5331,0.29627,0.712033,0.829026,Accept refinement,0.883346,0.7
CS,18333,5332,0.051968,0.969531,0.873818,Keep original,0.883346,0.7
CS,18333,5333,0.000682,0.999828,0.883221,Keep original,0.883346,0.7
CS,18333,5334,0.137719,0.920473,0.858096,Keep original,0.883346,0.7
CS,18333,5335,0.001018,0.999732,0.88316,Keep original,0.883346,0.7
CS,18333,5336,0.481257,0.495758,0.79511,Accept refinement,0.883346,0.7
